music,tempo,normalized_tempo
14788.mp3,80.74951172,0.31250000000483746
14950.mp3,129.19921875,0.5
14944.mp3,112.34714674,0.43478260869901736
14978.mp3,143.5546875,0.5555555555555556
14993.mp3,129.19921875,0.5
14987.mp3,117.45383523,0.45454545455600903
14777.mp3,80.74951172,0.31250000000483746
14763.mp3,123.046875,0.47619047619047616
14549.mp3,112.34714674,0.43478260869901736
14575.mp3,89.10290948,0.34482758619622067
14561.mp3,112.34714674,0.43478260869901736
14398.mp3,117.45383523,0.45454545455600903
15045.mp3,117.45383523,0.45454545455600903
14429.mp3,151.99908088,0.5882352941085411
14401.mp3,129.19921875,0.5
14415.mp3,151.99908088,0.5882352941085411
14824.mp3,117.45383523,0.45454545455600903
14830.mp3,80.74951172,0.31250000000483746
14818.mp3,151.99908088,0.5882352941085411
14603.mp3,117.45383523,0.45454545455600903
14617.mp3,117.45383523,0.45454545455600903
14616.mp3,123.046875,0.47619047619047616
14602.mp3,117.45383523,0.45454545455600903
14819.mp3,151.99908088,0.5882352941085411
14831.mp3,80.74951172,0.31250000000483746
14825.mp3,117.45383523,0.45454545455600903
14414.mp3,151.99908088,0.5882352941085411
14400.mp3,258.3984375,1.0
14428.mp3,151.99908088,0.5882352941085411
15044.mp3,215.33203125,0.8333333333333333
14399.mp3,184.5703125,0.7142857142857143
14560.mp3,112.34714674,0.43478260869901736
14574.mp3,89.10290948,0.34482758619622067
14548.mp3,112.34714674,0.43478260869901736
14762.mp3,92.28515625,0.35714285714285715
14776.mp3,80.74951172,0.31250000000483746
14986.mp3,117.45383523,0.45454545455600903
14992.mp3,129.19921875,0.5
14979.mp3,143.5546875,0.5555555555555556
14945.mp3,129.19921875,0.5
14951.mp3,129.19921875,0.5
14789.mp3,151.99908088,0.5882352941085411
14947.mp3,129.19921875,0.5
14953.mp3,129.19921875,0.5
14984.mp3,143.5546875,0.5555555555555556
14990.mp3,112.34714674,0.43478260869901736
14748.mp3,123.046875,0.47619047619047616
14760.mp3,172.265625,0.6666666666666666
14774.mp3,80.74951172,0.31250000000483746
14589.mp3,143.5546875,0.5555555555555556
14562.mp3,112.34714674,0.43478260869901736
14576.mp3,89.10290948,0.34482758619622067
14416.mp3,151.99908088,0.5882352941085411
14402.mp3,129.19921875,0.5
14833.mp3,80.74951172,0.31250000000483746
14827.mp3,117.45383523,0.45454545455600903
14628.mp3,161.49902344,0.6250000000096749
14614.mp3,123.046875,0.47619047619047616
14600.mp3,117.45383523,0.45454545455600903
14601.mp3,117.45383523,0.45454545455600903
14615.mp3,117.45383523,0.45454545455600903
14629.mp3,161.49902344,0.6250000000096749
14826.mp3,117.45383523,0.45454545455600903
14832.mp3,80.74951172,0.31250000000483746
14403.mp3,89.10290948,0.34482758619622067
14417.mp3,151.99908088,0.5882352941085411
14577.mp3,89.10290948,0.34482758619622067
14563.mp3,143.5546875,0.5555555555555556
14588.mp3,143.5546875,0.5555555555555556
14775.mp3,80.74951172,0.31250000000483746
14761.mp3,92.28515625,0.35714285714285715
14749.mp3,123.046875,0.47619047619047616
14991.mp3,92.28515625,0.35714285714285715
14985.mp3,143.5546875,0.5555555555555556
14952.mp3,129.19921875,0.5
14946.mp3,129.19921875,0.5
14942.mp3,112.34714674,0.43478260869901736
14956.mp3,129.19921875,0.5
14765.mp3,123.046875,0.47619047619047616
14771.mp3,80.74951172,0.31250000000483746
14981.mp3,143.5546875,0.5555555555555556
14759.mp3,135.99917763,0.5263157894675736
14995.mp3,129.19921875,0.5
14598.mp3,117.45383523,0.45454545455600903
14567.mp3,143.5546875,0.5555555555555556
14573.mp3,143.5546875,0.5555555555555556
14413.mp3,151.99908088,0.5882352941085411
14375.mp3,161.49902344,0.6250000000096749
14407.mp3,135.99917763,0.5263157894675736
15043.mp3,215.33203125,0.8333333333333333
14836.mp3,117.45383523,0.45454545455600903
14822.mp3,161.49902344,0.6250000000096749
14611.mp3,117.45383523,0.45454545455600903
