video_filename,matched_music_filename,match_rank,video_score,music_score,score_difference
ACCEDE09541.mp4,14695.mp3,1,0.7768115942028986,0.7692307692456538,0.0075808249572447695
ACCEDE09541.mp4,14694.mp3,2,0.7768115942028986,0.7692307692456538,0.0075808249572447695
ACCEDE09541.mp4,14691.mp3,3,0.7768115942028986,0.7692307692456538,0.0075808249572447695
ACCEDE09233.mp4,14695.mp3,1,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09233.mp4,14694.mp3,2,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09233.mp4,14691.mp3,3,0.7855072463768116,0.7692307692456538,0.016276477131157763
ACCEDE09555.mp4,14429.mp3,1,0.5768115942028985,0.5882352941085411,0.011423699905642626
ACCEDE09555.mp4,14415.mp3,2,0.5768115942028985,0.5882352941085411,0.011423699905642626
ACCEDE09555.mp4,14818.mp3,3,0.5768115942028985,0.5882352941085411,0.011423699905642626
ACCEDE09569.mp4,14760.mp3,1,0.6492753623188405,0.6666666666666666,0.017391304347826098
ACCEDE09569.mp4,14628.mp3,2,0.6492753623188405,0.6250000000096749,0.024275362309165605
ACCEDE09569.mp4,14629.mp3,3,0.6492753623188405,0.6250000000096749,0.024275362309165605
ACCEDE09780.mp4,14399.mp3,1,0.6985507246376812,0.7142857142857143,0.015734989648033104
ACCEDE09780.mp4,15026.mp3,2,0.6985507246376812,0.7142857142857143,0.015734989648033104
ACCEDE09780.mp4,15027.mp3,3,0.6985507246376812,0.7142857142857143,0.015734989648033104
ACCEDE09794.mp4,14978.mp3,1,0.5681159420289855,0.5555555555555556,0.01256038647342994
ACCEDE09794.mp4,14979.mp3,2,0.5681159420289855,0.5555555555555556,0.01256038647342994
ACCEDE09794.mp4,14984.mp3,3,0.5681159420289855,0.5555555555555556,0.01256038647342994
ACCEDE09743.mp4,14757.mp3,1,0.4,0.3999999999999999,1.1102230246251565e-16
ACCEDE09743.mp4,14538.mp3,2,0.4,0.3846153846034769,0.015384615396523138
ACCEDE09743.mp4,14698.mp3,3,0.4,0.3846153846034769,0.015384615396523138
ACCEDE09757.mp4,14695.mp3,1,0.7884057971014493,0.7692307692456538,0.0191750278557955
ACCEDE09757.mp4,14694.mp3,2,0.7884057971014493,0.7692307692456538,0.0191750278557955
ACCEDE09757.mp4,14691.mp3,3,0.7884057971014493,0.7692307692456538,0.0191750278557955
ACCEDE09637.mp4,14760.mp3,1,0.6869565217391305,0.6666666666666666,0.020289855072463836
